1600,A,90426757696641,0.3149441,-1.0222765,-0.3099616;
1600,A,90426807196641,0.3873821,-0.61854124,-0.048971802;
1600,A,90426856696641,0.07099854,-0.20947972,-0.1959783;
1600,A,90426906196641,0.037975345,0.25497556,-0.1565635;
1600,A,90426955696641,0.07312907,0.71943086,-0.0010349044;
1600,A,90427005196641,-0.101574294,1.0826861,-0.13419296;
1600,A,90427054696641,-0.6778824,1.1764293,-0.21195726;
1600,A,90427104196641,-0.16335963,1.0198355,0.3036307;
1600,A,90427153696641,0.41294843,0.990008,0.9949873;
1600,A,90427203196641,0.28618196,0.78654253,1.1803434;
1600,A,90427252696641,-0.99324375,0.56713,0.7638167;
1600,A,90427302196641,-3.4944847,-0.50346076,0.1257233;
1600,A,90427351696641,-4.578924,-0.64727145,0.21733604;
1600,A,90427401196641,-4.26041,-0.7431452,0.3238625;
1600,A,90427450696641,-1.9754176,-0.99454767,-0.14485386;
1600,A,90427500196641,-0.39563042,-1.354607,-1.5573945;
1600,A,90427549696641,-1.3011051,-0.9008044,-2.8548865;
1600,A,90427599196641,-3.2271032,-1.1138573,-3.376866;
1600,A,90427648812151,-2.6305552,-1.4217187,-4.140661;
1600,A,90427698427661,-0.33704087,-1.390826,-3.899911;
1600,A,90427748043171,-0.46593788,-0.6568588,-2.425585;
1600,A,90427797658681,-0.7770289,-0.5162186,-2.0293133;
1600,A,90427847274191,-1.0944777,-0.56309026,-2.0154648;
1600,A,90427896889701,-0.61297816,-0.5833303,-2.0271828;
1600,A,90427946505211,-0.17621978,-0.7015746,-2.1113386;
1600,A,90427996120721,0.5662695,-0.7175536,-2.221061;
1600,A,90428045736231,1.1926451,-0.40436587,-1.0396826;
1600,A,90428095351741,0.030441528,-0.23605408,1.4019034;
1600,A,90428144967251,-4.515042,0.14637585,4.820337;
1600,A,90428194582761,-3.0769348,0.32214448,6.8731017;
1600,A,90428244198271,0.72286344,1.5716996,7.5463486;
1600,A,90428293813781,2.9247649,1.7325546,5.8589697;
1600,A,90428343429291,3.326368,-0.121004455,4.233376;
1600,A,90428393044801,1.4621553,-0.7814684,3.4994087;
1600,A,90428442660311,0.74842817,-0.6259398,2.7409406;
1600,A,90428492275821,0.5417669,-0.17852873,0.873532;
1600,A,90428541891331,0.05174522,1.2915362,-0.7105162;
1600,A,90428591506841,-0.62363243,0.8132324,-2.474594;
1600,A,90428641189031,-2.0084763,0.25716442,-4.2557163;
1600,A,90428690871221,-1.3139238,-1.6102442,-5.364657;
1600,A,90428740553411,-0.11550129,-2.8363636,-5.824851;
1600,A,90428790235601,0.8698683,-2.0235667,-5.407267;
1600,A,90428839917791,1.2395151,-1.5005219,-4.7872834;
1600,A,90428889599981,0.47891012,-0.8688153,-3.6304073;
1600,A,90428939282171,0.21685508,-0.96575433,-2.1859088;
1600,A,90428988964361,-0.28488445,-1.1798725,-0.69773436;
1600,A,90429038646551,-0.5565269,-1.25018,0.6146714;
1600,A,90429088328741,-1.2148603,-0.5449749,2.1550438;
1600,A,90429138010931,-2.1107476,0.4158936,3.6773067;
1600,A,90429187693121,-0.85267043,1.8561311,5.5457807;
1600,A,90429237375311,0.8421653,3.4561584,6.584413;
1600,A,90429287057501,1.2554879,2.6561446,5.547911;
1600,A,90429336739691,0.9689318,0.5458559,4.8341837;
1600,A,90429386421881,1.3737322,-0.5268654,3.87225;
1600,A,90429436104071,1.5793221,0.24119477,2.7579825;
1600,A,90429485786261,0.6205842,0.85265654,1.0993657;
1600,A,90429535468451,0.21684895,0.7727617,-0.70199645;
1600,A,90429585150641,-0.39141703,0.015358716,-2.472466;
1600,A,90429634832831,-1.8039577,-1.7146307,-4.6392136;
1600,A,90429684562381,-1.8934399,-3.0078616,-5.8312445;
1600,A,90429734291931,-0.67584264,-2.565777,-6.304222;
1600,A,90429784021481,0.73456746,-1.6006474,-5.910074;
1600,A,90429833751031,0.37024704,-1.3577671,-5.028035;
1600,A,90429883480581,0.18489102,-0.6344526,-3.3608966;
1600,A,90429933210131,0.6291063,-0.62699574,-1.5030754;
1600,A,90429982939681,0.098583035,-0.6770472,0.090555996;
1600,A,90430032669231,0.3712907,-0.6141966,0.63064504;
1600,A,90430082398781,0.69939214,1.5855745,1.9973793;
1600,A,90430132128331,0.036797695,2.426068,3.4216378;
1600,A,90430181857881,-0.86974233,3.7416697,6.0624285;
1600,A,90430231587431,-1.6356674,3.114229,6.946598;
1600,A,90430281316981,-0.5235314,1.0188538,5.7780027;
1600,A,90430331046531,0.9582514,-0.5012786,4.4315085;
1600,A,90430380776081,2.2205899,-0.3585331,3.4365516;
1600,A,90430430505631,1.9105978,0.52244055,2.4703567;
1600,A,90430480235181,0.5875394,1.031637,1.3454375;
1600,A,90430529964731,-0.68542683,0.3306746,-0.5603158;
1600,A,90430579694281,-1.3139328,0.33173984,-3.2671528;
1600,A,90430629423831,-1.4428298,-2.0576482,-5.8962255;
1600,A,90430679153381,0.61206526,-2.7532659,-6.5002303;
1600,A,90430728912581,0.3382923,-2.257918,-5.8930297;
1600,A,90430778671781,-0.5543993,-1.3801401,-5.093016;
1600,A,90430828430981,-0.07289977,-1.0467123,-4.0245557;
1600,A,90430878190181,-0.053725015,-0.87520474,-2.6216025;
1600,A,90430927949381,0.48742932,-0.9508385,-1.4114621;
1600,A,90430977708581,0.75907177,-0.74950355,-0.45059353;
1600,A,90431027467781,1.2363102,-0.6514992,-0.2300838;
1600,A,90431077226981,1.1563812,1.0263176,1.2389092;
1600,A,90431126986181,-0.38186055,1.6409751,2.9720943;
1600,A,90431176745381,-1.3714912,2.6529763,5.513815;
1600,A,90431226504581,-0.1677424,3.228219,6.7239556;
1600,A,90431276263781,-0.7067662,1.765611,5.961226;
1600,A,90431326022981,1.1563812,0.31685147,4.614732;
1600,A,90431375782181,1.542007,0.16664916,3.5334888;
1600,A,90431425541381,1.1659687,0.67051923,2.2221482;
1600,A,90431475300581,-0.13045815,1.2233915,0.7733886;
1600,A,90431525059781,-0.8143579,1.1861073,-0.9683187;
1600,A,90431574818981,-0.9081012,-0.025098428,-3.1308055;
1600,A,90431624578181,-0.451095,-1.9489719,-5.4136653;
1600,A,90431674337381,0.6152347,-3.3199673,-6.266942;
